171,256,12648.3017578125,20.2398713204226
260,256,8809.9384765625,29.058091686003145
114,256,8599.328125,29.769767623560707
413,256,9081.70703125,28.18853318204478
1342,256,10583.5341796875,24.18851733774614
83,256,8817.1923828125,29.034185587129194
165,256,8578.8408203125,29.84086141263485
350,256,9192.4150390625,27.849047166837725
112,256,8706.16796875,29.404440727411735
744,256,9698.734375,26.395196538208108
127,256,8590.650390625,29.799839169264008
265,256,8888.9287109375,28.799870977140518
1663,256,11196.2763671875,22.86474463512257
627,256,9677.4833984375,26.45315827060298
151,256,8772.994140625,29.18045947557902
235,256,9016.759765625,28.39157376422075
1182,256,10496.845703125,24.3882788449283
421,256,9371.0185546875,27.318268393775146
383,256,9027.7900390625,28.356884563365917
1559,256,10904.2705078125,23.47704046929005
481,256,9451.287109375,27.086257886089008
423,256,9162.80078125,27.939055547716073
837,256,10043.5390625,25.489023182658627
414,256,9352.9111328125,27.371157104431788
275,256,8876.1376953125,28.841373217451764
513,256,9299.3505859375,27.52880404220095
366,256,9041.2041015625,28.314812620562137
495,256,9253.404296875,27.66549388601281
287,256,8913.6494140625,28.71999874665533
108,256,8668.6015625,29.53186833588535
116,256,8761.5654296875,29.21852288320248
1260,256,10289.583984375,24.879528695109798
269,256,9207.986328125,27.801952661253427
12,256,8574.7001953125,29.85527122452008
23,256,8291.1064453125,30.876458008174936
853,256,9891.8681640625,25.879843499133653
88,256,8573.669921875,29.858858847229172
364,256,9098.921875,28.13520145759027
735,256,9598.865234375,26.669819166043187
103,256,8690.4033203125,29.45778125183659
1632,256,11078.287109375,23.10826551727117
28,256,8510.873046875,30.079170326009905
458,256,9166.02734375,27.929220631723034
66,256,8510.9072265625,30.079049528471565
104,256,8790.88671875,29.121066871898144
179,256,8891.7353515625,28.790780413298556
121,256,8760.107421875,29.22338593254444
282,256,9018.74609375,28.3853206797127
113,256,8664.3076171875,29.54650403826492
