166,1024,39559.31640625,25.885179346481774
250,1024,36510.24609375,28.046921331907793
110,1024,35840.921875,28.570693677225623
406,1024,37817.8203125,27.0771819089091
1288,1024,38996.640625,26.258672121196337
74,1024,37302.26171875,27.451418568683888
156,1024,36029.15625,28.421426049909233
337,1024,37309.4140625,27.4461560367744
110,1024,36483.9453125,28.067139977023285
725,1024,37421.59765625,27.363877122680137
126,1024,36846.75390625,27.79077914449087
253,1024,35241.80859375,29.0563975250011
585,1024,38156.24609375,26.83702158446167
144,1024,36015.46484375,28.4322305554721
230,1024,37528.43359375,27.28597764257705
1149,1024,39378.3046875,26.00416671378573
406,1024,37385.4921875,27.39030410150328
379,1024,36583.37109375,27.99085949121137
1489,1024,39543.03515625,25.895837179765678
440,1024,37440.66015625,27.349945105844053
411,1024,37408.68359375,27.373323560925392
810,1024,39095.89453125,26.192008451974406
413,1024,37793.375,27.094695829626225
262,1024,36513.1171875,28.044715950753144
497,1024,37768.94140625,27.112224009290042
366,1024,37266.4765625,27.47777880966661
479,1024,37572.87109375,27.25370646935564
274,1024,36750.7421875,27.86338286110293
105,1024,36337.4140625,28.180321203890013
105,1024,36572.4296875,27.999233541489055
1239,1024,38548.90625,26.56365898837921
264,1024,36630.23828125,27.955046105287202
11,1024,36123.80078125,28.346961777385996
23,1024,34397.8984375,29.769260522138552
822,1024,38361.546875,26.69339699300121
86,1024,36091.90625,28.372012076807387
350,1024,36923.23828125,27.733212135946314
681,1024,37662.00390625,27.189206462539488
105,1024,36311.1953125,28.200668999940405
1554,1024,39004.57421875,26.25333106463575
561,1024,37325.73046875,27.434158344397773
28,1024,36386.83203125,28.142048725774227
431,1024,36745.13671875,27.86763341875068
66,1024,35511.09375,28.836059154049572
103,1024,37029.9453125,27.653294957860332
168,1024,36248.71875,28.249274327799515
114,1024,36814.5546875,27.815085872753706
280,1024,36527.30859375,28.033820158740394
113,1024,35876.33984375,28.542488014657117
