166,512,22093.71875,23.17400731825646
250,512,22106.126953125,23.16099971223688
110,512,22046.236328125,23.2239186943137
406,512,22167.197265625,23.097191488161922
1288,512,23161.564453125,22.10558794662595
74,512,22018.716796875,23.252944516397314
156,512,22073.146484375,23.195605590821923
337,512,22126.169921875,23.140019343963008
110,512,22047.77734375,23.222295473023696
725,512,22408.484375,22.8484886095738
126,512,22058.724609375,23.21077075246676
253,512,22102.119140625,23.165199533239043
1622,512,23559.5703125,21.732145077720208
585,512,22267.232421875,22.99342775517171
144,512,22072.765625,23.19600582448535
230,512,22093.265625,23.17448260888322
1149,512,22984.83984375,22.275552210959706
406,512,22163.0625,23.101500525931378
379,512,22140.359375,23.12518922245362
1489,512,23403.79296875,21.876795811843397
440,512,22180.75,23.083078795802667
411,512,22157.33984375,23.107467033973467
810,512,22508.345703125,22.747118191316712
413,512,22165.912109375,23.098530639009944
262,512,22106.583984375,23.160520882008868
497,512,22202.671875,23.060287648375652
366,512,22134.5625,23.131245535121824
479,512,22197.16015625,23.06601368805448
274,512,22108.40234375,23.158615988583243
105,512,22044.533203125,23.225712936730257
105,512,22042.0546875,23.228324548634482
1239,512,23100.67578125,22.163853769835264
264,512,22106.65625,23.160445171349693
11,512,21969.001953125,23.30556486327637
23,512,21980.375,23.293506138998996
822,512,22526.095703125,22.729194031124145
86,512,22025.921875,23.245338056934337
350,512,22135.34375,23.13042913553127
681,512,22356.552734375,22.9015629593358
105,512,22042.14453125,23.228229870016406
1554,512,23480.375,21.8054439079444
561,512,22243.8515625,23.017596505775998
28,512,21977.876953125,23.29615372276436
431,512,22168.6015625,23.095728368635115
66,512,22008.1328125,23.26412714617927
103,512,22036.37109375,23.234315569554667
168,512,22073.787109375,23.194932408428794
114,512,22044.248046875,23.22601337597366
280,512,22104.513671875,23.162690100323296
113,512,22040.88671875,23.229555440909092
